tweet_id,favorites,retweets
830956169170665475,7494,1373
830583320585068544,62238,15365
830173239259324417,0,5224
830097400375152640,9132,2686
829878982036299777,0,4589
829861396166877184,11488,1789
829501995190984704,29811,9741
829449946868879360,9844,1854
829141528400556032,22856,6745
829011960981237760,50143,15053
828801551087042563,0,3150
828770345708580865,24019,5378
828708714936930305,34147,10287
828650029636317184,8927,1232
828409743546925057,6031,1078
828408677031882754,7231,1182
828381636999917570,11828,2054
828376505180889089,6969,990
828372645993398273,11841,2720
828361771580813312,2062,165
828046555563323392,11026,2645
828011680017821696,9749,1981
827933404142436356,18780,4810
827653905312006145,14551,2787
827600520311402496,7045,863
827324948884643840,14903,2798
827199976799354881,9967,2054
826958653328592898,20256,4589
826848821049180160,33948,9304
826615380357632002,0,3668
826598799820865537,4845,229
826598365270007810,9420,2173
826476773533745153,17322,3881
826240494070030336,12495,2410
826204788643753985,4585,855
826115272272650244,14701,2855
825876512159186944,9896,1733
825829644528148480,11985,2323
825535076884762624,53813,16300
825147591692263424,17202,4167
825120256414846976,0,1165
825026590719483904,5889,1165
824796380199809024,0,5078
824775126675836928,14016,3259
824663926340194305,9920,1635
824325613288833024,11136,9853
824297048279236611,14178,3553
824025158776213504,4566,556
823939628516474880,10035,2522
823719002937630720,0,10311
823699002998870016,13162,2329
823581115634085888,12218,2433
823333489516937216,662,22
823322678127919110,14777,3703
823269594223824897,0,9184
822975315408461824,16322,3188
822872901745569793,123680,39749
822859134160621569,12413,2104
822647212903690241,0,5931
822610361945911296,13927,2720
822489057087389700,17063,5931
822462944365645825,26207,13079
822244816520155136,33007,9184
822163064745328640,0,4352
821886076407029760,10646,2131
821813639212650496,0,3113
821765923262631936,7887,1553
821522889702862852,7545,1625
821421320206483457,0,5107
821407182352777218,11068,3977
821153421864615936,236,8
821149554670182400,8086,1818
821107785811234820,9034,1961
821044531881721856,11904,2114
820837357901512704,0,6213
820749716845686786,29721,9155
820690176645140481,11559,2990
820494788566847489,0,521
820446719150292993,0,2383
820314633777061888,3152,521
820078625395449857,18569,5762
820013781606658049,0,1079
819952236453363712,5002,1079
819924195358416896,12195,4527
819711362133872643,12579,2856
819588359383371776,9129,1864
819347104292290561,6811,1115
819238181065359361,2133,378
819227688460238848,21727,6213
819015337530290176,0,34415
819015331746349057,0,17723
819006400881917954,42882,17723
819004803107983360,82396,34415
818646164899774465,0,19358
818627210458333184,21161,7036
818614493328580609,9271,2345
818588835076603904,0,5669
818536468981415936,10238,2263
818307523543449600,0,7419
818259473185828864,10381,2073
818145370475810820,11584,2360
817908911860748288,4595,738
817827839487737858,48433,25007
817777686764523521,10191,2513
817536400337801217,11078,2719
817502432452313088,0,3131
817423860136083457,31728,13527
817415592588222464,5279,885
817181837579653120,0,7832
817171292965273600,8281,1857
817120970343411712,11507,2404
817056546584727552,8108,1509
816829038950027264,0,4371
816816676327063552,9449,1885
816697700272001025,9214,2046
816450570814898180,28569,7419
816336735214911488,8147,1793
816091915477250048,8461,1978
816062466425819140,0,942
816014286006976512,0,4861
815990720817401858,4678,942
815966073409433600,21061,7832
815745968457060357,0,3841
815736392542261248,9277,2108
815639385530101762,7799,1547
815390420867969024,9801,3551
814986499976527872,7238,1183
814638523311648768,10658,2515
814578408554463233,0,5438
814530161257443328,8191,1732
814153002265309185,27152,8072
813944609378369540,0,2944
813910438903693312,8830,1724
813812741911748608,34510,12990
813800681631023104,7865,1640
813217897535406080,17620,6823
813202720496779264,8742,1700
813187593374461952,18756,4029
813172488309972993,8775,1799
813157409116065792,7354,2059
813142292504645637,8061,2236
813130366689148928,4253,417
813127251579564032,11179,2909
813112105746448384,9771,2554
813096984823349248,10001,3367
813081950185472002,9397,2586
813066809284972545,7526,1821
813051746834595840,19860,6817
812781120811126785,7128,1783
812709060537683968,6274,1347
812503143955202048,5719,1147
812466873996607488,7553,1796
812372279581671427,12891,3410
811985624773361665,6890,1304
811744202451197953,7134,1466
811647686436880384,5297,680
811627233043480576,12032,2837
811386762094317568,19795,5955
810984652412424192,5037,1325
810896069567610880,8501,1637
810657578271330305,10393,2459
810284430598270976,33189,10460
810254108431155201,13930,3150
809920764300447744,14741,3668
809808892968534016,0,4556
809448704142938112,6588,1361
809220051211603969,18808,5224
809084759137812480,12523,3282
808838249661788160,9617,2855
808733504066486276,7471,2028
808501579447930884,10718,2446
808344865868283904,40042,19358
808134635716833280,0,5490
808106460588765185,8367,2062
808001312164028416,11807,3295
807621403335917568,13804,3372
807106840509214720,111174,51418
807059379405148160,0,6864
807010152071229440,12426,3613
806629075125202948,70317,32222
806620845233815552,0,5125
806576416489959424,4647,1818
806542213899489280,9705,2208
806242860592926720,0,10830
806219024703037440,6115,1130
805958939288408065,0,4990
805932879469572096,7853,1794
805826884734976000,6216,1710
805823200554876929,0,7431
805520635690676224,5463,1547
805487436403003392,8316,2369
805207613751304193,7455,1621
804738756058218496,12936,3589
804475857670639616,5822,1884
804413760345620481,0,2999
804026241225523202,41911,14965
803773340896923648,9507,2576
803692223237865472,0,6895
803638050916102144,10341,3871
803380650405482500,7361,1762
803321560782307329,0,4937
803276597545603072,9505,2289
802952499103731712,8552,1865
802624713319034886,0,2716
802600418706604034,6745,1377
802572683846291456,8488,2348
802323869084381190,15297,5455
802265048156610565,6600,1287
802239329049477120,8623,2448
802185808107208704,0,250
801958328846974976,7347,1592
801854953262350336,1719,218
801538201127157760,7794,1946
801285448605831168,5719,770
801167903437357056,23100,5490
801127390143516673,0,3689
801115127852503040,7660,1981
800859414831898624,645,90
800855607700029440,0,1511
800751577355128832,10061,2614
800513324630806528,12452,2813
800459316964663297,9017,2054
800443802682937345,0,4009
800388270626521089,10571,2626
800188575492947969,0,3678
800141422401830912,14469,2383
800018252395122689,26805,12254
799774291445383169,0,4351
799757965289017345,7947,1997
799422933579902976,7669,1792
799308762079035393,0,5056
799297110730567681,9356,2549
799063482566066176,7674,2333
798933969379225600,12380,4139
798925684722855936,7145,1355
798705661114773508,0,6183
798701998996647937,0,7200
798697898615730177,0,6071
798694562394996736,0,4625
798686750113755136,0,2172
798682547630837760,0,4415
798673117451325440,0,5202
798665375516884993,0,3666
798644042770751489,0,1736
798628517273620480,0,1856
798585098161549313,0,5248
798576900688019456,0,5453
798340744599797760,0,3130
798209839306514432,9893,2418
797971864723324932,10919,2880
797545162159308800,13832,4601
797236660651966464,18864,6128
797165961484890113,212,24
796904159865868288,0,8323
796865951799083009,7285,1825
796759840936919040,11171,2818
796563435802726400,0,6701
796484825502875648,7163,1644
796387464403357696,10422,3876
796177847564038144,0,13315
796149749086875649,30388,13315
796125600683540480,4720,1680
796116448414461957,8611,2243
796080075804475393,7996,2158
796031486298386433,10234,3489
795464331001561088,46604,21865
795400264262053889,9472,2672
795076730285391872,15295,5078
794983741416415232,0,3144
794926597468000259,9648,2152
794355576146903043,0,9622
794332329137291264,9102,2530
794205286408003585,8746,3102
793962221541933056,15857,4556
793845145112371200,8736,1739
793614319594401792,0,2916
793601777308463104,7558,1510
793500921481273345,10087,2222
793286476301799424,23285,8562
793271401113350145,8230,2236
793256262322548741,18872,7768
793241302385262592,9951,3061
793226087023144960,9253,2704
793210959003287553,8449,2599
793195938047070209,14398,5254
793180763617361921,6542,1857
793165685325201412,8873,2618
793150605191548928,5832,1591
793135492858580992,6054,2347
793120401413079041,11984,3665
792913359805018113,13535,3697
792883833364439040,10675,3990
792773781206999040,6978,1566
792394556390137856,12671,4000
792050063153438720,6758,1663
791821351946420224,0,19615
791784077045166082,0,8847
791780927877898241,0,3544
791774931465953280,42608,20672
791672322847637504,11113,2916
791406955684368384,12456,3841
791312159183634433,8293,2356
791026214425268224,0,3789
790987426131050500,9279,1981
790946055508652032,15824,4371
790723298204217344,0,2137
790698755171364864,7777,1796
790581949425475584,19478,6616
790337589677002753,7403,1763
790277117346975746,11856,2944
790227638568808452,0,3293
789986466051088384,8778,2137
789960241177853952,0,3806
789903600034189313,9754,3869
789628658055020548,7057,1637
789599242079838210,6357,1785
789530877013393408,11049,3144
789314372632018944,8178,2130
789280767834746880,0,4572
789268448748703744,8624,2434
789137962068021249,9201,2598
788908386943430656,25984,11668
788765914992902144,25823,9622
788552643979468800,0,6630
788412144018661376,14664,4905
788178268662984705,6872,1966
788150585577050112,5779,1196
788070120937619456,0,3200
788039637453406209,5773,1217
787810552592695296,8124,2830
787717603741622272,9686,2576
787397959788929025,10299,2653
787322443945877504,7369,1621
787111942498508800,0,6274
786963064373534720,25199,7401
786729988674449408,0,2267
786709082849828864,17317,5703
786664955043049472,10018,2358
786595970293370880,8953,2901
786363235746385920,10251,3204
786286427768250368,7542,2634
786233965241827333,14363,4352
786051337297522688,1350,145
786036967502913536,0,6478
785927819176054784,10768,2973
785872687017132033,6320,1667
785639753186217984,7430,2098
785533386513321988,8551,1831
785515384317313025,5769,1155
785264754247995392,6887,1511
785170936622350336,11327,4473
784826020293709826,9549,2999
784517518371221505,8468,2355
784431430411685888,5429,1180
784183165795655680,18880,7431
784057939640352768,27995,10311
783839966405230592,28292,9997
783821107061198850,6953,1819
783695101801398276,9831,2980
783466772167098368,7941,2071
783391753726550016,15945,5070
783347506784731136,0,5129
783334639985389568,27376,10830
783085703974514689,7706,2016
782969140009107456,22737,6864
782747134529531904,7052,1314
782722598790725632,16224,4990
782598640137187329,7360,1763
782305867769217024,15659,5107
782021823840026624,0,5707
781955203444699136,10533,3125
781661882474196992,9842,2508
781655249211752448,3761,1047
781524693396357120,19517,5125
781308096455073793,6715,2374
781251288990355457,7892,1919
781163403222056960,9238,2572
780931614150983680,20429,6701
780858289093574656,6776,1855
780800785462489090,5173,1197
780601303617732608,11394,3113
780543529827336192,5934,1623
780496263422808064,0,3408
780476555013349377,0,103
780459368902959104,4981,999
780192070812196864,8184,2075
780092040432480260,0,2120
780074436359819264,11387,4554
779834332596887552,17695,6478
779377524342161408,8227,2872
779124354206535695,0,16932
779056095788752897,13842,4192
778990705243029504,18687,6628
778774459159379968,0,9109
778764940568104960,819,337
778748913645780993,6442,1203
778650543019483137,5404,1384
778624900596654080,4330,940
778408200802557953,12827,3992
778396591732486144,0,11285
778383385161035776,5488,1018
778286810187399168,9709,3051
778039087836069888,7959,2453
778027034220126208,6174,1490
777953400541634568,0,3252
777885040357281792,5979,1511
777684233540206592,10580,2716
777641927919427584,0,3904
777621514455814149,8193,2329
777189768882946048,13266,3972
776819012571455488,0,12529
776813020089548800,4596,1110
776477788987613185,8216,2546
776249906839351296,0,8413
776218204058357768,27997,14634
776201521193218049,8999,2328
776113305656188928,11072,4009
776088319444877312,1711,141
775898661951791106,0,15454
775842724423557120,11002,2452
775733305207554048,13029,3689
775729183532220416,12235,4259
775364825476165632,6918,2706
775350846108426240,9543,3612
775085132600442880,14583,4351
774757898236878852,8108,1650
774639387460112384,6342,1609
774314403806253056,20470,5056
773985732834758656,10120,3573
773922284943896577,6041,1615
773704687002451968,6223,1494
773670353721753600,5043,1220
773547596996571136,20760,5669
773336787167145985,0,4651
773308824254029826,21904,6923
773247561583001600,8855,2990
773191612633579521,9351,3790
772877495989305348,8023,3567
772826264096874500,7553,2199
772615324260794368,0,3101
772581559778025472,6084,1578
772193107915964416,5660,1285
772152991789019136,3579,1048
772117678702071809,3536,685
772114945936949249,2574,440
772102971039580160,3762,861
771908950375665664,6158,1747
771770456517009408,11245,3130
771500966810099713,7745,2412
771380798096281600,9880,4651
771171053431250945,0,6865
771136648247640064,8576,2699
771102124360998913,5845,1324
771014301343748096,6464,1533
770787852854652928,4603,1099
770772759874076672,4875,1319
770655142660169732,6902,1660
770414278348247044,5919,1918
770293558247038976,5834,1351
770093767776997377,0,2801
770069151037685760,7119,2115
769940425801170949,29183,8796
769695466921623552,6023,1556
769335591808995329,0,7103
769212283578875904,5068,1592
768970937022709760,13354,5972
768909767477751808,0,2427
768855141948723200,3919,819
768609597686943744,3843,1094
768596291618299904,4722,1183
768554158521745409,0,5364
768473857036525572,12737,3148
768193404517830656,10142,3252
767884188863397888,4452,1261
767754930266464257,14934,4937
767500508068192258,7024,2139
767191397493538821,11495,3455
767122157629476866,9516,2627
766793450729734144,4726,1249
766714921925144576,2458,345
766693177336135680,3782,727
766423258543644672,5613,1449
766313316352462849,6323,1725
766078092750233600,0,2410
766069199026450432,3926,770
766008592277377025,3524,456
765719909049503744,6783,1983
765669560888528897,4842,1127
765395769549590528,25037,3096
765371061932261376,6661,1995
765222098633691136,10890,3101
764857477905154048,6059,1641
764259802650378240,5622,1382
763956972077010945,730,49
763837565564780549,11720,3789
763183847194451968,5041,1351
763167063695355904,0,2740
763103485927849985,6901,2109
762699858130116608,11326,3293
762471784394268675,10481,5876
762464539388485633,9610,3806
762316489655476224,4490,1026
762035686371364864,29712,14228
761976711479193600,5027,1816
761750502866649088,0,3570
761745352076779520,4005,790
761672994376806400,46125,26605
761599872357261312,3870,1096
761371037149827077,0,16576
761334018830917632,4811,1332
761292947749015552,4174,998
761227390836215808,4979,1437
761004547850530816,10614,3200
760893934457552897,3561,885
760656994973933572,6157,1742
760641137271070720,4655,1185
760539183865880579,7057,3323
760521673607086080,3909,1278
760290219849637889,24998,10523
760252756032651264,3692,795
760190180481531904,5334,1641
760153949710192640,0,28
759943073749200896,5513,1924
759846353224826880,6266,1792
759793422261743616,5563,1756
759557299618865152,4386,1100
759447681597108224,7915,2267
759446261539934208,1558,453
759197388317847553,5682,1797
759159934323924993,0,1064
759099523532779520,13585,3804
759047813560868866,6052,1844
758854675097526272,3315,838
758828659922702336,10439,3538
758740312047005698,5363,1496
758474966123810816,3546,911
758467244762497024,4463,2024
758405701903519748,4859,1756
758355060040593408,3142,956
758099635764359168,17643,9109
758041019896193024,2521,338
757741869644341248,6385,3012
757729163776290825,0,7178
757725642876129280,4240,1108
757611664640446465,4281,1004
757597904299253760,0,277
757596066325864448,4060,954
757400162377592832,14102,6290
757393109802180609,5429,1573
757354760399941633,4197,1298
756998049151549440,5855,1828
756939218950160384,6189,1831
756651752796094464,4680,1189
756526248105566208,9678,3287
756303284449767430,3682,1002
756288534030475264,41057,16248
756275833623502848,5958,1402
755955933503782912,6809,2614
755206590534418437,15261,4886
755110668769038337,19663,10148
754874841593970688,0,7216
754856583969079297,6428,2306
754747087846248448,2408,476
754482103782404096,4916,1785
754449512966619136,3495,671
754120377874386944,7364,2154
753655901052166144,5434,1983
753420520834629632,7314,3224
753398408988139520,5338,1723
753375668877008896,7114,2120
753298634498793472,0,5184
753294487569522689,3118,955
753039830821511168,34489,19102
753026973505581056,3642,873
752932432744185856,11719,6274
752917284578922496,6491,1437
752701944171524096,0,2604
752682090207055872,5578,1454
752660715232722944,4067,1418
752568224206688256,5105,2077
752519690950500352,6831,3144
752334515931054080,3582,1006
752309394570878976,0,14855
752173152931807232,5527,1665
751950017322246144,2842,830
751937170840121344,4813,1195
751830394383790080,5423,1782
751793661361422336,5375,2607
751598357617971201,7389,2821
751583847268179968,4091,1001
751538714308972544,4699,1143
751456908746354688,2995,920
751251247299190784,11696,5369
751205363882532864,5884,1659
751132876104687617,4714,1179
750868782890057730,4438,1241
750719632563142656,12221,4572
750506206503038976,4123,1043
750429297815552001,12267,3904
750383411068534784,4255,1038
750381685133418496,666,26
750147208377409536,2900,873
750132105863102464,3353,1174
750117059602808832,4038,1204
750101899009982464,2835,772
750086836815486976,2020,490
750071704093859840,7228,3018
750056684286914561,2947,817
750041628174217216,2951,564
750026558547456000,2520,717
750011400160841729,2997,819
749996283729883136,2820,754
749981277374128128,4767,2269
749774190421639168,4340,1204
749417653287129088,5653,1505
749403093750648834,2430,489
749395845976588288,7934,3142
749317047558017024,5081,2038
749075273010798592,5350,1878
749064354620928000,4487,1400
749036806121881602,2873,728
748977405889503236,9990,3120
748932637671223296,5393,2052
748705597323898880,2578,871
748699167502000129,4394,1452
748692773788876800,3943,1223
748575535303884801,5618,1799
748568946752774144,2039,606
748346686624440324,4835,1119
748337862848962560,7026,3721
748324050481647620,3440,689
748307329658011649,3433,652
748220828303695873,13097,7079
747963614829678593,5359,1948
747933425676525569,6157,2345
747885874273214464,2712,876
747844099428986880,2618,672
747816857231626240,4489,1053
747651430853525504,1268,143
747648653817413632,11924,5303
747600769478692864,2164,520
747594051852075008,3414,945
747512671126323200,5107,1470
747461612269887489,3581,938
747439450712596480,5024,1749
747242308580548608,0,2617
747219827526344708,4872,1433
747204161125646336,3116,828
747103485104099331,8862,3611
746906459439529985,2709,269
746872823977771008,5548,1935
746818907684614144,4936,1591
746790600704425984,4506,1456
746757706116112384,8809,3544
746542875601690625,4674,1739
746521445350707200,0,898
746507379341139972,4335,989
746369468511756288,5743,1482
746131877086527488,6369,1991
746056683365994496,3314,737
745789745784041472,3652,961
745712589599014916,6485,2117
745433870967832576,6524,2300
745422732645535745,7928,2189
745314880350101504,6584,2471
745074613265149952,7240,3172
745057283344719872,6734,2046
744995568523612160,2731,566
744971049620602880,7273,2434
744709971296780288,5209,1430
744334592493166593,6321,1924
744234799360020481,144243,70326
744223424764059648,1529,323
743980027717509120,3884,1000
743895849529389061,3391,875
743835915802583040,0,1860
743609206067040256,4149,1268
743595368194129920,16894,5934
743545585370791937,3265,858
743510151680958465,7394,3409
743253157753532416,3922,1114
743222593470234624,5715,1728
743210557239623680,3549,1232
742534281772302336,6536,3264
742528092657332225,4087,1790
742465774154047488,6730,3584
742423170473463808,9062,3408
742385895052087300,6270,1770
742161199639494656,3985,1238
742150209887731712,4693,1393
741793263812808706,4207,1380
741743634094141440,7528,2486
741438259667034112,3404,744
741303864243200000,8101,2907
741099773336379392,9189,5002
741067306818797568,8831,2801
740995100998766593,5804,2458
740711788199743490,3139,858
740699697422163968,2644,705
740676976021798912,16782,6183
740373189193256964,32472,12088
740365076218183684,2243,384
740359016048689152,3039,794
740214038584557568,6165,1778
739979191639244800,18451,5364
739932936087216128,3743,982
739844404073074688,3513,785
739623569819336705,3487,1236
739606147276148736,4974,1487
739544079319588864,36354,19182
739485634323156992,6579,2633
739238157791694849,106775,52627
738891149612572673,89,6
738885046782832640,3495,1042
738883359779196928,3032,718
738537504001953792,4690,1392
738402415918125056,2996,737
738184450748633089,3957,1103
738166403467907072,8046,3023
737826014890496000,4820,1601
737800304142471168,9238,3161
737678689543020544,4624,1192
737445876994609152,9417,4040
737322739594330112,3314,728
737310737551491075,13479,6725
736736130620620800,3865,1536
736392552031657984,16281,6630
736365877722001409,3650,1110
736225175608430592,7466,2533
736010884653420544,7224,2694
735991953473572864,3286,1032
735648611367784448,3721,1005
735635087207878657,5643,2135
735274964362878976,12013,4530
735256018284875776,3053,801
735137028879360001,2872,876
734912297295085568,2538,471
734787690684657664,11527,5739
734776360183431168,2312,487
734559631394082816,1373,353
733828123016450049,3297,714
733822306246479872,3382,921
733482008106668032,2874,851
733460102733135873,3864,1135
733109485275860992,49219,15454
732732193018155009,2223,481
732726085725589504,3285,794
732585889486888962,3349,712
732375214819057664,7412,2274
732005617171337216,13654,4861
731285275100512256,3214,899
731156023742988288,3541,1140
730924654643314689,5626,1781
730573383004487680,4452,1906
730427201120833536,3195,937
730211855403241472,3481,956
730196704625098752,4433,1700
729854734790754305,3708,1009
729838605770891264,1597,338
