tweet_id,favorites,retweets
666691418707132416,160,41
666649482315059201,992,523
666644823164719104,207,68
666454714377183233,447,179
666447344410484738,90,19
666437273139982337,106,40
666428276349472768,139,67
666411507551481857,371,261
666407126856765440,93,30
666396247373291520,147,68
666373753744588802,162,73
666362758909284353,649,467
666353288456101888,179,56
666345417576210432,242,121
666337882303524864,168,79
666293911632134144,424,288
666287406224695296,123,55
666273097616637952,151,66
666268910803644416,99,38
666104133288665088,12840,5453
666102155909144576,66,11
666099513787052032,134,53
666082916733198337,92,37
666073100786774016,273,129
666071193221509120,127,50
666063827256086533,396,180
666058600524156928,99,47
666057090499244032,247,111
666055525042405380,367,196
666051853826850816,1022,698
666049248165822465,88,36
666044226329800704,246,115
666033412701032449,100,36
666029285002620928,112,39
666020888022790149,2282,419
